word,part_of_speech
träsk,subst
trä-sko,subst
trä-smak,subst
träta,subst
träter,ver
trätt 1,"se träder, trä"
trätt 2,se träte
trög,adj
tröghet,subst
tröja,subst
tröskar,ver
tröskel,subst
tröst,subst
tröstar,ver
tröstlös,adj
tröst-äter,subst
tröt,se tryte
trött,adj
tröttar,ver
trötthet,subst
tröttnar,ver
tröttsam,adj
tsar,subst
T-shirt,subst
tsk,förk
TT,förk
tu,räkn
tub,subst
tuba,subst
tuberkulos,subst
tuff,adj
tuffar,ver
tuffar till sig,ver
tuffing,subst
tufsar till,ver
tugga,subst
tuggar,ver
tuggummi,subst
tukt,subst
tull,subst
tullar,ver
tullare,subst
tulpan,subst
tum,subst
tumlar,ver
tummar,ver
tumme,subst
tummel-plats,subst
tum-regel,subst
tum-skruv,subst
tum-stock,subst
tumult,subst
tumör,subst
tung,adj
tunga,subst
tung-häfta,subst
tungo-mål,subst
tung-rodd,adj
tungsinne,subst
tunisisk,adj
tunn,adj
tunna,subst
tunn-bröd,subst
tunnel,subst
tunnel-bana,subst
tunn-land,subst
tunn-sådd,adj
tupé,subst
tupp,subst
tuppar av,ver
tupp-lur,subst
tur,subst
turas om,ver
turban,subst
turbin,subst
turism,subst
turist,subst
turist-byrå,subst
turk,subst
turkisk,adj
turkos,adj
tur-lista,subst
turné,subst
turnerar,ver
turnering,subst
tusan,interj
tusch,subst
tusen,räkn
tusen-del,subst
tusen-konstnär,subst
tusen-lapp,subst
tuss,subst
tussilago,subst
tut,subst
tuta,subst
tutar,ver
tuva,subst
TV,förk
tvagning,subst
tvang,se tvinga
TV-avgift,subst
tve-,förle
tve-eggad,adj
tve-hågsen,adj
tve-kamp,subst
tvekar,ver
tveksam,adj
tvenne,räkn
tve-tydig,adj
tvilling,subst
tvinar,ver
tving,subst
tvingar,ver
tvinnar,ver
tvist,subst
tvistar,ver
tviste-mål,subst
tvivel,subst
tvivelaktig,adj
tvivels-mål,subst
tvivlar,ver
TV-licens,se TV-avgif
tvungen,adj
tvungit,se tvinga
två,räkn
tvåa,subst
två-hjuling,subst
tvål,subst
tvål-fager,adj
tvång,subst
tvångs-intagning,subst
tvångs-omhändertagande,subst
tvångs-tanke,subst
tvångs-tröja,subst
tvår,ver
två-rummare,subst
två-skift,subst
två-språkig,adj
tvär 1,adj
tvär 2,subst
tvär-gata,subst
tvärs,adv
tvär-snitt,subst
tvär-stannar,ver
tvär-säker,adj
tvärt,adv
tvärt-emot 1,adv
tvärt-emot 2,prep
tvärtom,adv
tvär-vetenskaplig,adj
tvätt,subst
tvättar,ver
tvätteri,subst
tvätt-maskin,subst
tvätt-medel,subst
tvätt-rum,subst
tvätt-stuga,subst
tvätt-ställ,subst
ty,konj
tycke,subst
tycker,ver
tycker om,ver
tycks,ver
tyder,ver
tyder på,ver
tydlig,adj
tydligen,adv
tyfus,subst
tyg,subst
tygel,subst
tyglar,ver
tyken,adj
tynar,ver
tyngd,subst
tyngd-kraft,subst
tyngdlös,adj
tyngd-punkt,subst
tynger,ver
tyngre,se tun
tyngst,se tun
typ,subst
typisk,adj
typograf,subst
typ-snitt,subst
tyr sig,ver
tyrann,subst
tysk 1,adj
tysk 2,subst
tyska,subst
tyst,adj
tystar,ver
tyst-låten,adj
tystnad,subst
tystnads-plikt,subst
tystnar,ver
tyvärr,adv
tå,subst
tåg,subst
tåga,subst
tågar,ver
tål,ver
tålamod,subst
tålig,adj
tålmodig,adj
tåls,subst
tång,subst
tår,subst
tåras,ver
tår-drypande,adj
tår-gas,subst
tårta,subst
täcke,subst
täcker,ver
täck-jacka,subst
täck-mantel,subst
täck-namn,subst
täckning,subst
täljare,subst
täljer,ver
tälj-kniv,subst
tält,subst
tältar,ver
tämjer,ver
tämligen,adv
tändare,subst
tänder 1,se tan
tänder 2,ver
tändning,subst
tänd-sticka,subst
tänd-stift,subst
tänger,se tång 
tänjbar,adj
tänjer,ver
tänkare,subst
tänkbar,adj
tänker,ver
tänker om,ver
tänker ut,ver
tänker över,ver
tänke-språk,subst
tänkt,adj
tänk-värd,subst
täppa,subst
täpper,ver
täppt,adj
tär,ver
tärd,adj
tärna,subst
tärnar,ver
tärning,subst
tät 1,adj
tät 2,subst
tätar,ver
tät-ort,subst
tätt-bebyggd,adj
tätting,subst
tävlan,subst
tävlar,ver
tävling,subst
tö,subst
töar,ver
töcken,subst
töjbar,adj
töjer,ver
tölp,subst
töm,subst
tömmer,ver
tönt,subst
töntig,adj
törn,subst
törne,subst
törs,ver
törst,subst
törstar,ver
törstig,adj
tös,subst
tö-väder,subst
U-sväng,subst
ubåt,subst
UD,förk
udd,subst
udda,adj
udde,subst
uggla,subst
ugn,subst
u-hjälp,subst
UHÄ,förk
u-land,subst
ull,subst
ull-strumpa,subst
ultimatum,subst
ultra-,förle
ultra-rapid,subst
ulv,subst
umbärande,subst
umgicks,se umgå
umgås,ver
umgänge,subst
umgänges-rätt,subst
undan,adv
undanber sig,ver
undandrar sig,ver
undanflykt,subst
undanhåller,ver
undanröjer,ver
undantag,subst
undantagande från ATP,subst
undantags-tillstånd,subst
undantar,ver
under 1,prep
under 2,subst
underbar,adj
under-barn,subst
underbemannad,adj
underblåser,ver
underbygger,ver
underbyxor,subst
underdånig,adj
underfund,adv
underfundig,adj
underförstår,ver
undergiven,adj
underground-,förle
undergräver,ver
undergång,subst
undergår,ver
undergörande,adj
underhandlar,ver
underhåll,subst
underhållande,adj
underhåller,ver
underhållning,subst
underhålls-bidrag,subst
underhålls-skyldighet,substanti
underhöll,se underhålle
underifrån,adv
underjordisk,adj
underkant,subst
underkastar sig,ver
underkastelse,subst
underkjol,subst
underkläder,subst
underkuvar,ver
underkänner,ver
underlag,subst
underlig,adj
underliggande,adj
underliv,subst
underlåter,ver
underläge,subst
underlägg,subst
underlägsen,adj
underlättar,ver
undermedveten,adj
underminerar,ver
undermålig,adj
undernärd,adj
undernäring,subst
underordnad,adj
underordnar,ver
underrede,subst
under-rätt,subst
underrättar,ver
underrättelse,subst
underrättelse-tjänst,subst
underskattar,ver
underskott,subst
underskrider,ver
underskrift,subst
underskön,adj
underst,adv
understa,adj
understatement,subst
understiger,ver
understreckare,subst
understryker,ver
understrykning,subst
understundom,adv
understöd,subst
understödjer,ver
undersåte,subst
undersöker,ver
undersökning,subst
undertecknar,ver
undertrycker,ver
undertröja,subst
underutvecklad,adj
underverk,subst
undervisar,ver
undervisning,subst
undfallande,adj
undgick,se undgå
undgår,ver
undkommer,ver
undran,subst
undrar,ver
undre,adj
undsätter,ver
undsättning,subst
undulat,subst
undvarar,ver
undviker,ver
Unesco,nam
ung,adj
ungdom,subst
ungdomlig,adj
ungdoms-gård,se fritidsgår
ungdoms-vård,se PB
ungdomsvårds-skola,subst
unge,subst
ungefär,adv
ungefärlig,adj
ungersk,adj
ung-karl,subst
ungkarls-hotell,subst
ungrare,subst
uniform 1,adj
uniform 2,subst
uniformerad,adj
unik,adj
union,subst
unison,adj
universal-,förle
universal-arvinge,subst
universal-medel,subst
universell,adj
universitet,subst
universum,subst
unken,adj
unnar,ver
uns,subst
upp,adv
upparbetning,subst
uppassare,subst
uppassning,subst
uppbackning,subst
uppbjuder,ver
uppblåsbar,subst
uppblåst,adj
uppbragt,adj
uppbringar,ver
uppbrott,subst
uppburen,adj
uppbygger,ver
uppbygglig,adj
uppbyggnad,subst
uppbåd,subst
uppbådar,ver
uppbär,ver
uppbörd,subst
uppdagar,ver
uppdaterar,ver
uppdelning,subst
uppdiktad,adj
uppdrag,subst
uppdriven,adj
uppe,adv
uppehåll,subst
uppehåller,ver
uppehåller sig,ver
uppehålls-tillstånd,se U
uppehälle,subst
uppemot,adv
uppenbar,adj
uppenbarar,ver
uppenbarar sig,ver
uppenbarelse,subst
uppenbarligen,adv
uppfann,se uppfinne
uppfart,subst
uppfattar,ver
uppfattning,subst
uppfinner,ver
uppfinning,subst
uppfostran,subst
uppfostrar,ver
uppfostrings-metod,subst
uppfriskande,adj
uppfunnit,se uppfinne
uppfyllelse,subst
uppfyller,ver
uppfödare,subst
uppföljare,subst
uppföljning,se följer up
uppför 1,prep
uppför 2,ver
uppför sig,ver
uppförande,subst
uppförs-backe,subst
uppger,ver
uppgift,subst
uppgiven,adj
uppgjord,adj
uppgång,subst
uppgår,ver
uppgörelse,subst
upphetsar,se hetsar up
upphittad,adj
upphittare,subst
upphov,subst
upphovs-rätt,subst
upphällning,subst
upphäver,ver
upphöjd,adj
upphöjer,ver
upphör,ver
uppifrån,adv
uppiggande,adj
uppjagad,adj
uppkallar,ver
uppkomling,subst
uppkommer,ver
uppkomst,subst
uppkäftig,adj
uppkörning,subst
uppladdning,subst
upplag,subst
upplaga,subst
upplagd,adj
Uppland,nam
upplevelse,subst
upplever,ver
upplivar,ver
upplopp,subst
uppluckrad,adj
upplupen,adj
upplyftande,adj
upplyser,ver
upplysning,subst
upplysningsvis,adv
upplyst,adj
upplåter,ver
uppläggning,subst
uppläsare,subst
upplöser 1,se löser 
upplöser 2,ver
upplösning,subst
upplösnings-tillstånd,subst
uppmanar,ver
uppmaning,subst
uppmjukning,subst
uppmuntrar,ver
uppmärksam,adj
uppmärksamhet,subst
uppmärksammad,adj
uppmärksammar,ver
uppnosig,adj
uppnår,ver
uppochner-vänd,adj
uppoffrar sig,ver
uppoffring,subst
upprensning,subst
upprepar,ver
upprepning,subst
uppriktig,adj
upprinnelse,subst
uppriven,adj
upprop,subst
uppror,subst
upprustning,subst
uppryckning,subst
upprymd,adj
uppräkning,subst
upprätt,adj
upprättar,ver
upprättelse,subst
upprätt-håller,ver
upprör,ver
upprörande,adj
upprörd,adj
uppsagd,se säger up
uppsats,subst
uppsatt,adj
uppseende,subst
uppseende-väckande,adj
uppsikt,subst
uppsjö,subst
uppskakad,adj
uppskakande,adj
uppskattar,ver
uppskattning,subst
uppskattningsvis,adv
uppskjuter,ver
uppskov,subst
uppskruvad,adj
uppskärrad,adj
uppslag,subst
uppslags-bok,subst
uppslags-ord,subst
uppslags-verk,subst
uppslitande,adj
uppslukad,adj
uppsluppen,adj
uppslutning,subst
uppspelt,adj
uppstod,se uppstå
uppstudsig,adj
uppståndelse,subst
uppstår,ver
uppställning,subst
uppstötning,subst
uppsving,subst
uppsyn,subst
uppsåt,subst
uppsägning,subst
uppsägnings-tid,subst
uppsättning,subst
uppsöker,ver
upptagen,adj
upptagnings-hem,subst
upptagnings-område,subst
upptakt,subst
upptar,se tar up
upptecknar,ver
upptill,adv
upptrappning,subst
uppträdande,subst
uppträde,subst
uppträder,ver
upptåg,subst
upptäcker,ver
upptäckt,subst
upptänklig,adj
uppvaknande,subst
uppvaktar,ver
uppviglar,ver
uppvisar,ver
uppvisning,subst
uppväger,ver
uppvärmning,subst
uppväxt,subst
uppåt 1,adv
uppåt 2,prep
ur-,förle
ur 1,adv
ur 2,prep
ur 3,subst
ur 4,subst
uran,subst
urartar,ver
urbanisering,subst
urberg,subst
urblekt,adj
urblåst,adj
urholkar,ver
urin,subst
urin-blåsa,subst
urinerar,ver
urin-prov,subst
urinvägs-infektion,subst
urklipp,subst
urkund,subst
urladdning,subst
urlakad,adj
urmakare,subst
urmakeri,subst
urminnes,adj
urmodig,adj
urna,subst
urringar,ver
ursinne,subst
ursinnig,adj
urskiljer,ver
urskillning,subst
ur-skog,subst
urskuldar sig,ver
ursprung,subst
ursprunglig,adj
ursprungligen,adv
urspåring,subst
ursäkt,subst
ursäktar,ver
ur-tid,subst
urusel,adj
urval,subst
urvattnad,adj
usch,interj
usel,adj
ut,adv
UT,förk
utagerad,adj
utan 1,adv
utan 2,konj
utan 3,prep
utanför 1,adv
utanför 2,prep
utanpå,adv
utantill,adv
utanverk,subst
utarbetad,adj
utarbetar,ver
utarmar,ver
utbildar,ver
utbildning,subst
utbildnings-bidrag,subst
utblick,subst
utblottad,adj
utbredd,adj
utbreder sig,ver
utbringar,ver
utbrister,ver
utbrott,subst
utbryter,ver
utbränd,adj
utbud,subst
utbyggnad,subst
utbyte,subst
utbyter,ver
utdelning,subst
utdrag,subst
utdöd,adj
ute,adv
uteblir,ver
utefter,prep
utegångs-förbud,subst
ute-liv,subst
utelämnar,ver
uteslutande,adv
utesluter,ver
utestänger,ver
utfall,subst
utfart,subst
utflugen,adj
utflykt,subst
utformar,ver
utforskar,ver
utfryst,adj
utfrågning,subst
utfyllnad,subst
utfärd,subst
utfärdar,ver
utfästelse,subst
utför 1,adv
utför 2,ver
utförlig,adj
utger,se ger u
utgift,subst
utgivare,subst
utgivning,subst
utgjutelse,subst
utgjuter sig,ver
utgjutning,subst
utgrävning,subst
utgång,subst
utgångs-punkt,subst
utgår,ver
utgåva,subst
utgör,ver
uthus,subst
uthyr,ver
uthållig,adj
uthärdar,ver
utifrån 1,adv
utifrån 2,prep
utjämnar,ver
utkant,subst
utkast,subst
utkastare,subst
utkik,subst
utklassar,ver
utklädd,adj
utkommer,ver
utkomst,subst
utkämpar,ver
utland,subst
Utlandsexpeditionen,nam
utlands-vård,subst
utlopp,subst
utlovar,ver
utlyser,ver
utlåning,subst
utlåtande,subst
utlägg,subst
utläggning,subst
utlämnar,ver
utlämning,subst
utländsk,adj
utlänning,subst
utläser,ver
utlöpare,subst
utlöser 1,se löser 
utlöser 2,ver
utlösning,subst
utmanande,adj
utmanar,ver
utmaning,subst
utmattad,adj
utmattning,subst
utmed,prep
utmynnar,ver
utmålar,ver
utmärglad,adj
utmärkelse,subst
utmärker,ver
utmärkt,adj
utmätning,subst
utnyttjar,ver
utnämner,ver
utom,prep
utombords-motor,subst
utomhus,adv
utomlands,adv
utomnordisk,adj
utomordentlig,adj
utomordentligt,adv
utomstående,adj
utopi,subst
utpekar,ver
utplånar,ver
utpost,subst
utpressning,subst
utpräglad,adj
utpumpad,adj
utreder,ver
utredning,subst
utrikes 1,adj
utrikes 2,adv
Utrikesdepartementet,se U
utrikiska,subst
utrop,subst
utropar,ver
utrops-tecken,subst
utrotar,ver
utrotning,subst
utrustar,ver
utrustning,subst
utryckning,subst
utrymme,subst
utrymmer,ver
uträttar,ver
utröner,ver
utsaga,subst
utsatt 2,se utsätte
utsatt 3,adj
utsatte,se utsätte
utseende,subst
utseende-mässig,adj
utser,ver
utsida,subst
utsikt,subst
utskick,subst
utskott,subst
utskrift,subst
utskällning,subst
utskänkning,subst
utslag,subst
utslagen,adj
utslagning,subst
utslags-givande,adj
utslags-röst,subst
utsliten,adj
utsläpp,subst
utslätad,adj
utsmyckar,ver
utspel,subst
utspisning,subst
utspridd,se spride
utspädd,se späde
utstrålar,ver
utstrålning,subst
utsträckning,subst
utstuderad,adj
utstyrsel,subst
utstår,ver
utställning,subst
utstöter,ver
utstötning,subst
utsugning,subst
utsvävning,subst
utsåld,adj
utsäde,subst
utsändning,subst
utsätter,ver
utsökt,adj
utsöndrar,ver
utsövd,adj
uttag,subst
uttal,subst
uttalad,adj
uttalande,subst
uttalar,ver
uttalar sig,ver
uttryck,subst
uttrycker,ver
uttrycklig,adj
uttryckligen,adv
uttråkad,adj
utträde,subst
uttröttad,adj
uttömmande,adj
utvandrar,ver
utvandrare,subst
utvandrar-land,subst
utvecklar,ver
utvecklas,ver
utveckling,subst
utvecklings-fond,subst
utvecklings-land,subst
utvecklings-störd,adj
utverkar,ver
utvikning,subst
utviknings-bild,subst
utviknings-flicka,subst
utvilad,adj
utvinner,ver
utvisar,ver
utvisning,subst
utväg,subst
utvändigt,adv
utvärderar,ver
utvärtes,adj
utväxlar,ver
utväxt,subst
utåt 1,adv
utåt 2,prep
utåtriktad,adj
utökar,ver
utövar,ver
utöver,prep
va,se vad pron
vaccin,subst
vaccinerar,ver
vacker,adj
vacklar,ver
vad 1,adv
vad 2,pron
vad 3,subst
vad 4,subst
vadar,ver
vadare,subst
vadd,subst
vadderar,ver
vadå,se vad pron
vag,adj
vagabond,subst
vagga,subst
vaggar,ver
vagina,subst
vagn,subst
vagnskade-försäkring,subst
vajar,ver
vajer,subst
vak 1,subst
vak 2,subst
vakans,subst
vakant,adj
vakar,ver
vaken,adj
vaknar,ver
vaksam,adj
vakt,subst
vaktar,ver
vakt-mästare,subst
vakt-parad,subst
vakuum,subst
val 1,subst
val 2,subst
valbar,adj
valborg,nam
valborgsmässoafton,nam
val-byrå,subst
valde,se välje
val-distrikt,subst
val-fläsk,subst
val-frihet,subst
val-frändskap,subst
val-förrättare,subst
valhänt,adj
validitet,subst
valk,subst
val-krets,subst
vall,subst
valla,subst
vallar,ver
vallfart,subst
vallfärd,subst
vallfärdar,ver
vallgrav,subst
vallmo,subst
val-lokal,subst
val-möjlighet,subst
val-nöt,subst
valp,subst
valpar,ver
val-rörelse,subst
vals 1,subst
vals 2,subst
val-sedel,subst
valspråk,subst
valt,se välje
val-urna,subst
valuta,subst
valuta-reserv,subst
valv,subst
valör,subst
van,adj
van-,förle
vana,subst
vanartad,adj
vandaliserar,ver
vandalism,subst
vande,se vänje
vandel,subst
vandrar,ver
vandrare,subst
vandrar-hem,subst
vandring,subst
vandrings-led,subst
vane-bildande,adj
vanföreställning,subst
vanhedrar,ver
vanhelgar,ver
vanilj,subst
vankar,ver
vankas,ver
vankelmodig,adj
vanlig,adj
vanligen,adv
vanligtvis,se vanlige
vanmakt,subst
vann,se vinne
vansinne,subst
vansinnig,adj
vansinnigt,adv
vansklig,adj
vant,se vänje
vante,subst
vantrivs,ver
vanvett,subst
vanvårdar,ver
vanvördig,adj
vanära,subst
vapen,subst
vapen-broder,subst
vapen-dragare,subst
vapenfri tjänst,adj
vapenför,adj
vapen-licens,subst
vapen-vila,subst
vapen-vägrare,subst
var 1,se ä
var 2,adv
var 3,pron
var 4,subst
var sin,se var pron
vara 1,se ä
vara 2,subst
vara 3,subst
varaktig,adj
varandra,pron
varannan,räkn
varar,ver
varav,adv
vardag,subst
vardaglig,adj
vardags-lag,subst
vardags-mat,subst
vardags-rum,subst
vardande,subst
vardera,pron
vare,ver
vare sig,konj
varefter,adv
varelse,subst
varenda,pron
vareviga,pron
varför,adv
varg,subst
varga-tider,subst
varga-vinter,subst
variabel,adj
variant,subst
variation,subst
varierar,ver
varieté,subst
varifrån,adv
varit,se ä
varje,pron
varken,konj
varlig,adj
varm,adj
varm-front,subst
varm-rätt,subst
varm-vatten,subst
varnar,ver
varning,subst
varnings-blinker,subst
varnings-triangel,subst
varp,subst
varpå,adv
vars,pron
varsam,adj
varse,adj
varseblir,ver
varseblivning,subst
varsel,subst
varskor,ver
varslar,ver
varstans,adv
varsågod,interj
vart 1,se var pron
vart 2,adv
vart 3,subst
vart 4,ver
vartannat,se varanna
vartefter,adv
vartenda,se varend
varu-deklaration,subst
varu-hus,subst
varu-märke,subst
varv,subst
varvar,ver
varvid,adv
vas,subst
Vasaloppet,nam
vask,subst
vass 1,adj
vass 2,subst
vatten,subst
vatten-drag,subst
vatten-fall,subst
vatten-hål,subst
vatten-klosett,subst
vatten-koppor,subst
vatten-kraft,subst
vatten-krasse,subst
vatten-melon,subst
vatten-pass,subst
vatten-planing,subst
vatten-skidor,subst
vatten-stånd,subst
vatten-tät,adj
vatten-verk,subst
vattnar,ver
